Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Driver_Cancellation_Reason,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Method,Driver_ID
29/03/2024,8:42:13 pm,"""CNR7702733""",No Driver Found,"""CID7542922""",Go Sedan,Botanical Garden,Delhi Gate,,,,null,,null,,null,,,,,null,D034
15/05/2024,3:02:03 pm,"""CNR9212883""",Completed,"""CID7774837""",Go Sedan,Indirapuram,Botanical Garden,12.2,35.3,,null,,null,,null,486,30.28,4.6,4.8,Debit Card,D034
20/06/2024,11:34:09 am,"""CNR9154108""",Completed,"""CID7990974""",Premier Sedan,Noida Film City,Tilak Nagar,4.3,33.1,,null,,null,,null,480,40.38,4.2,3.7,Cash,D028
14/09/2024,10:19:51 am,"""CNR6429307""",Completed,"""CID6093452""",Bike,Jahangirpuri,Uttam Nagar,11.1,26.5,,null,,null,,null,162,45.56,3.6,4.3,Credit Card,D114
18/04/2024,5:43:38 pm,"""CNR4933209""",Completed,"""CID7088241""",Bike,Udyog Vihar Phase 4,Vinobapuri,7.1,34,,null,,null,,null,964,47.18,4.6,4.6,Debit Card,D108
12/03/2024,6:26:42 pm,"""CNR2979424""",Completed,"""CID8679276""",Bike,Kherki Daula Toll,Mandi House,3,29.1,,null,,null,,null,68,46.93,3.3,4.9,Cash,D103
25/11/2024,6:19:32 pm,"""CNR3332119""",Cancelled by Driver,"""CID6481348""",Go Sedan,Mansarovar Park,Lajpat Nagar,9.8,,,null,1,The customer was coughing/sick,,null,,,,,null,D034
23/05/2024,7:10:04 pm,"""CNR8678279""",Completed,"""CID1487975""",Auto,Munirka,GTB Nagar,3.5,22.7,,null,,null,,null,77,43.81,4.5,4.8,Uber Wallet,D071
21/12/2024,8:12:48 pm,"""CNR1559285""",Completed,"""CID2693633""",Auto,Pragati Maidan,Ashok Vihar,6.2,20.6,,null,,null,,null,1596,38.53,4.6,4.5,Debit Card,D077
03/07/2024,8:59:05 am,"""CNR7024730""",Cancelled by Driver,"""CID4838658""",Go Mini,Nirman Vihar,Inderlok,7.4,,,null,1,The customer was coughing/sick,,null,,,,,null,D078
16/02/2024,6:13:26 pm,"""CNR6839076""",No Driver Found,"""CID8166401""",Auto,Punjabi Bagh,Moti Nagar,,,,null,,null,,null,,,,,null,D091
24/07/2024,7:53:26 pm,"""CNR7905117""",Completed,"""CID1416555""",Bike,Chandni Chowk,Rohini West,9.9,26.6,,null,,null,,null,983,33.61,3.7,4.6,Cash,D096
23/05/2024,12:27:47 am,"""CNR5759870""",Completed,"""CID2323422""",Go Mini,Gurgaon Railway Station,Moti Nagar,3,29.4,,null,,null,,null,68,24.62,5,3.7,Cash,D084
04/05/2024,10:00:18 pm,"""CNR3578899""",Completed,"""CID5661102""",Premier Sedan,Sikanderpur,Pulbangash,11.6,32,,null,,null,,null,493,33.8,4.9,4.2,UPI,D002
02/10/2024,5:11:05 pm,"""CNR1089514""",Cancelled by Driver,"""CID4125399""",Go Sedan,Huda City Centre,Paharganj,5.8,,,null,1,Personal & Car related issues,,null,,,,,null,D012
18/12/2024,7:23:42 pm,"""CNR9835984""",Completed,"""CID9964638""",Auto,Sadar Bazar Gurgaon,Gurgaon Sector 56,3.2,44.4,,null,,null,,null,745,32.09,4.6,4.3,Credit Card,D075
03/01/2024,4:22:08 pm,"""CNR1643972""",Cancelled by Driver,"""CID3506515""",eBike,Sikanderpur,Nehru Place,6.9,,,null,1,Customer related issue,,null,,,,,null,D111
02/07/2024,11:48:21 am,"""CNR2939495""",Completed,"""CID2801589""",Premier Sedan,Inderlok,Shastri Nagar,14.5,40.4,,null,,null,,null,304,13.99,4.8,4.5,Uber Wallet,D039
30/08/2024,7:07:23 am,"""CNR4997006""",Cancelled by Driver,"""CID6970636""",eBike,Rithala,Chanakyapuri,4.7,,,null,1,Personal & Car related issues,,null,,,,,null,D105
29/11/2024,6:38:27 pm,"""CNR3684938""",Completed,"""CID6381738""",Auto,Delhi Gate,Subhash Chowk,9,17.1,,null,,null,,null,402,14.13,4.6,4.1,UPI,D077
27/09/2024,6:46:11 pm,"""CNR8016082""",No Driver Found,"""CID3400110""",Auto,Nirman Vihar,Greater Noida,,,,null,,null,,null,,,,,null,D082
26/01/2024,4:22:14 pm,"""CNR9166884""",Completed,"""CID3068872""",Go Mini,Panipat,Palam Vihar,12.7,36.5,,null,,null,,null,320,34.86,5,4.5,Cash,D084
29/03/2024,4:41:59 am,"""CNR5034553""",Completed,"""CID2838731""",Bike,Palam Vihar,Noida Film City,9.2,34.6,,null,,null,,null,1247,43.94,4.5,3.1,Uber Wallet,D105
15/09/2024,10:33:27 pm,"""CNR5994760""",Completed,"""CID8677699""",Premier Sedan,Tagore Garden,Basai Dhankot,6.1,29,,null,,null,,null,358,24.56,3.6,3.8,UPI,D018
23/11/2024,7:05:58 pm,"""CNR8280553""",Completed,"""CID4089830""",Auto,Rajouri Garden,RK Puram,5.5,31.6,,null,,null,,null,86,32.14,4.6,4.6,UPI,D089
13/11/2024,11:49:33 am,"""CNR6304645""",Cancelled by Driver,"""CID8878002""",Go Sedan,Kashmere Gate,Subhash Chowk,10.4,,,null,1,More than permitted people in there,,null,,,,,null,D023
05/02/2024,7:48:28 pm,"""CNR8726920""",Cancelled by Customer,"""CID1004784""",Premier Sedan,Mansarovar Park,Central Secretariat,6.3,,1,Wrong Address,,null,,null,,,,,null,D018
08/03/2024,2:00:29 pm,"""CNR1583241""",Completed,"""CID3000345""",Go Mini,Pitampura,Sadar Bazar Gurgaon,2.8,16.8,,null,,null,,null,85,43.31,4.6,4.9,Uber Wallet,D083
21/08/2024,1:03:15 pm,"""CNR4484602""",Completed,"""CID7199241""",Go Sedan,Karol Bagh,Saket,4.2,41.7,,null,,null,,null,311,30.94,4.3,4.6,UPI,D024
13/05/2024,7:39:38 pm,"""CNR8525908""",Cancelled by Driver,"""CID4158986""",Premier Sedan,Jasola,Rajouri Garden,7.6,,,null,1,Customer related issue,,null,,,,,null,D009
02/10/2024,9:12:38 am,"""CNR8491180""",Incomplete,"""CID4510240""",Auto,Noida Sector 62,Uttam Nagar,5.3,24.9,,null,,null,1,Customer Demand,98,7.87,,,Cash,D074
27/05/2024,5:16:04 pm,"""CNR4866588""",Completed,"""CID1441937""",Go Mini,Shastri Nagar,Udyog Vihar Phase 4,11.4,26.3,,null,,null,,null,130,15.24,4.3,4.6,Uber Wallet,D089
23/11/2024,8:54:09 am,"""CNR1107433""",Completed,"""CID3758873""",Go Mini,Rohini,Lajpat Nagar,10.2,20.5,,null,,null,,null,367,27.38,4.2,4.2,Uber Wallet,D069
30/03/2024,1:43:56 pm,"""CNR5804680""",Completed,"""CID5921510""",Premier Sedan,Malviya Nagar,Sadar Bazar Gurgaon,7.4,28.7,,null,,null,,null,420,4.5,4.6,4.2,UPI,D007
05/07/2024,10:34:23 am,"""CNR3635060""",Completed,"""CID5212455""",Uber XL,Welcome,Nawada,8.7,19.4,,null,,null,,null,510,9.87,4.9,4.9,UPI,D121
16/02/2024,9:14:25 pm,"""CNR3550383""",Completed,"""CID3308866""",Auto,Malviya Nagar,Govindpuri,10,25.4,,null,,null,,null,83,16.5,4.4,4.3,UPI,D068
26/08/2024,3:34:22 am,"""CNR4225693""",Completed,"""CID4486029""",Premier Sedan,Noida Extension,Kalkaji,4.5,15.1,,null,,null,,null,158,41.88,3,4.8,UPI,D037
26/10/2024,8:23:08 pm,"""CNR2221311""",Completed,"""CID3075272""",Go Sedan,Jahangirpuri,Ashram,11.3,33,,null,,null,,null,1211,32.9,4.2,4.6,Uber Wallet,D012
10/08/2024,9:12:53 am,"""CNR7713513""",Completed,"""CID3463027""",Bike,GTB Nagar,Gwal Pahari,13.7,35.9,,null,,null,,null,313,36.68,4.2,4.5,Credit Card,D109
21/04/2024,7:10:08 pm,"""CNR1286883""",Completed,"""CID7499313""",Bike,Bhiwadi,Vatika Chowk,8.1,42.2,,null,,null,,null,97,20.38,4.2,4.5,Credit Card,D105
30/01/2024,5:59:06 pm,"""CNR5104000""",Completed,"""CID5850345""",Auto,Vaishali,Mehrauli,10.3,26.4,,null,,null,,null,142,47.2,4.6,4.6,UPI,D080
11/05/2024,9:54:30 pm,"""CNR1748676""",Completed,"""CID5855184""",Go Sedan,Mehrauli,IIT Delhi,4.8,15.5,,null,,null,,null,257,10.02,4,4.7,Credit Card,D035
25/05/2024,3:20:19 pm,"""CNR9018332""",Completed,"""CID5244532""",Auto,Raj Nagar Extension,Mayur Vihar,9.4,34.1,,null,,null,,null,110,2.99,4.5,4.8,UPI,D093
23/01/2024,6:52:40 pm,"""CNR6347706""",Cancelled by Driver,"""CID7676450""",Go Mini,Badarpur,Bahadurgarh,4.3,,,null,1,Customer related issue,,null,,,,,null,D095
09/05/2024,9:59:46 am,"""CNR3245062""",Completed,"""CID3655439""",Go Sedan,Pataudi Chowk,Preet Vihar,2.9,40.2,,null,,null,,null,585,31.32,4.5,3.9,UPI,D010
21/04/2024,4:53:42 pm,"""CNR2353965""",Completed,"""CID4723366""",Go Mini,IMT Manesar,Jahangirpuri,7.4,31.3,,null,,null,,null,697,36.64,3.9,4.7,Credit Card,D071
20/01/2024,11:21:13 am,"""CNR3349418""",Completed,"""CID1938710""",Go Sedan,Ghitorni,Manesar,7.8,32.6,,null,,null,,null,1240,47.01,4.4,4.4,UPI,D008
22/12/2024,6:52:49 am,"""CNR5038976""",Cancelled by Driver,"""CID8313729""",Go Mini,Jama Masjid,Saket A Block,5.1,,,null,1,Customer related issue,,null,,,,,null,D078
16/10/2024,3:34:07 pm,"""CNR9755184""",Cancelled by Customer,"""CID3811968""",Go Sedan,India Gate,Gwal Pahari,5.1,,1,Wrong Address,,null,,null,,,,,null,D021
23/08/2024,10:19:06 am,"""CNR1872680""",Completed,"""CID1362913""",Premier Sedan,Gurgaon Sector 56,Indirapuram,9.4,20.6,,null,,null,,null,777,15.11,4.1,4.4,Debit Card,D013
29/05/2024,7:30:57 pm,"""CNR1349127""",Completed,"""CID3169109""",Auto,Jhilmil,Kirti Nagar,11,31.1,,null,,null,,null,95,38.26,4.2,4.7,Cash,D067
08/10/2024,7:40:03 am,"""CNR2230959""",Completed,"""CID8978567""",Auto,Shivaji Park,Meerut,11.6,39.9,,null,,null,,null,484,47.12,4.3,4.9,Uber Wallet,D075
26/02/2024,8:18:20 am,"""CNR9380391""",Incomplete,"""CID2765374""",Go Sedan,DLF Phase 3,Janakpuri,8,11,,null,,null,1,Other Issue,301,9.59,,,Cash,D016
21/01/2024,6:10:37 pm,"""CNR9895668""",Completed,"""CID2656518""",Go Sedan,Yamuna Bank,Jahangirpuri,2.1,21.2,,null,,null,,null,485,2.17,3.2,4.1,UPI,D001
20/03/2024,11:52:33 am,"""CNR1918302""",Completed,"""CID6415639""",Go Sedan,Tis Hazari,Chhatarpur,2.9,19.2,,null,,null,,null,76,42.9,4.7,4.5,UPI,D038
20/05/2024,12:53:30 pm,"""CNR2429657""",Completed,"""CID3288614""",Auto,Huda City Centre,Sikanderpur,8.3,38.6,,null,,null,,null,188,35.09,4.6,4.1,UPI,D085
07/09/2024,1:54:20 pm,"""CNR7937909""",Cancelled by Driver,"""CID3192355""",Auto,Ghaziabad,IGI Airport,5.2,,,null,1,Personal & Car related issues,,null,,,,,null,D079
19/09/2024,4:57:48 pm,"""CNR7044315""",Completed,"""CID2521883""",Premier Sedan,Nirman Vihar,Sushant Lok,12,38,,null,,null,,null,443,45.58,4.6,4.6,Debit Card,D010
12/05/2024,9:51:14 am,"""CNR5517053""",Cancelled by Driver,"""CID8551973""",Auto,Govindpuri,Saidulajab,9.2,,,null,1,The customer was coughing/sick,,null,,,,,null,D091
16/02/2024,7:46:22 am,"""CNR8024437""",Cancelled by Driver,"""CID8921274""",Premier Sedan,Chhatarpur,RK Puram,5.6,,,null,1,The customer was coughing/sick,,null,,,,,null,D022
20/08/2024,6:30:52 pm,"""CNR4956091""",Completed,"""CID5068009""",Auto,Manesar,Rithala,5,19.2,,null,,null,,null,144,34.44,4.7,4.6,Uber Wallet,D070
19/05/2024,5:27:39 am,"""CNR5377230""",Cancelled by Driver,"""CID7586347""",Go Sedan,Udyog Vihar Phase 4,Chanakyapuri,9.2,,,null,1,More than permitted people in there,,null,,,,,null,D007
18/12/2024,6:08:25 pm,"""CNR3120739""",No Driver Found,"""CID5285181""",Bike,Sushant Lok,Nirman Vihar,,,,null,,null,,null,,,,,null,D102
27/12/2024,6:08:03 pm,"""CNR4763532""",Incomplete,"""CID3554977""",Bike,Green Park,Okhla,3.5,14.8,,null,,null,1,Vehicle Breakdown,268,7.21,,,UPI,D100
05/03/2024,7:33:38 pm,"""CNR5897670""",Completed,"""CID3538617""",Auto,Satguru Ram Singh Marg,Bhiwadi,5.2,32.1,,null,,null,,null,118,14.3,4.2,3,Uber Wallet,D066
27/06/2024,4:58:32 pm,"""CNR7975978""",Completed,"""CID6240053""",Bike,Keshav Puram,Noida Film City,9.9,17.6,,null,,null,,null,516,13.3,4.1,4.7,Cash,D105
18/01/2024,5:50:42 pm,"""CNR8129409""",Cancelled by Driver,"""CID3329487""",Go Sedan,Anand Vihar,Moti Nagar,3.7,,,null,1,Personal & Car related issues,,null,,,,,null,D012
05/07/2024,6:51:57 pm,"""CNR2244899""",Cancelled by Driver,"""CID7332345""",Auto,Sushant Lok,MG Road,7.3,,,null,1,Personal & Car related issues,,null,,,,,null,D095
28/05/2024,5:56:09 am,"""CNR3178616""",Completed,"""CID6827919""",Auto,Arjangarh,Punjabi Bagh,5.3,36.7,,null,,null,,null,600,22.68,4,4.3,UPI,D069
12/12/2024,8:32:17 pm,"""CNR9398491""",No Driver Found,"""CID4442768""",Auto,Nawada,Ghitorni,,,,null,,null,,null,,,,,null,D083
04/01/2024,10:58:02 pm,"""CNR1365010""",Cancelled by Driver,"""CID6704179""",Go Mini,Aya Nagar,IGI Airport,7.6,,,null,1,More than permitted people in there,,null,,,,,null,D085
15/01/2024,9:20:39 am,"""CNR7934360""",Cancelled by Customer,"""CID7563867""",Bike,Malviya Nagar,Dwarka Mor,19.2,,1,Driver asked to cancel,,null,,null,,,,,null,D104
11/02/2024,5:05:28 pm,"""CNR3466923""",Completed,"""CID6417399""",Go Sedan,Kashmere Gate,Jama Masjid,8.1,24.1,,null,,null,,null,339,20.88,4.7,3,Cash,D006
05/02/2024,6:27:13 pm,"""CNR1772188""",Cancelled by Driver,"""CID9995196""",Auto,Tilak Nagar,Hero Honda Chowk,5.3,,,null,1,Customer related issue,,null,,,,,null,D081
03/02/2024,11:43:15 pm,"""CNR6221378""",Completed,"""CID4952284""",Uber XL,India Gate,IGI Airport,14.9,15,,null,,null,,null,533,28.23,3.4,4.6,Cash,D116
26/02/2024,9:03:49 am,"""CNR9154449""",Completed,"""CID1077586""",Premier Sedan,Tilak Nagar,Qutub Minar,13.3,30.8,,null,,null,,null,884,14.57,4.3,4.7,UPI,D033
05/08/2024,3:06:06 am,"""CNR2310347""",Completed,"""CID1012548""",Go Mini,IFFCO Chowk,Chirag Delhi,8.8,15.6,,null,,null,,null,446,6.69,4.4,4.3,Cash,D093
24/09/2024,8:53:11 pm,"""CNR5161112""",Completed,"""CID1845980""",Premier Sedan,Chhatarpur,Paharganj,11.7,30.7,,null,,null,,null,675,10.62,4.2,4.1,Credit Card,D004
02/07/2024,1:28:31 pm,"""CNR4746570""",No Driver Found,"""CID4041893""",Go Mini,Lajpat Nagar,Patel Chowk,,,,null,,null,,null,,,,,null,D087
02/11/2024,12:14:07 pm,"""CNR5206507""",Completed,"""CID9160368""",Uber XL,Ghaziabad,Mandi House,3.9,25.2,,null,,null,,null,407,19.99,3.7,4.9,UPI,D118
31/07/2024,8:46:08 pm,"""CNR1105649""",Cancelled by Customer,"""CID2416362""",Go Sedan,Mundka,Maidan Garhi,18,,1,Change of plans,,null,,null,,,,,null,D008
19/08/2024,2:52:54 pm,"""CNR6561675""",Completed,"""CID4709340""",Premier Sedan,Badarpur,Qutub Minar,14.9,25.8,,null,,null,,null,219,12.04,3.7,4.3,Cash,D007
12/02/2024,8:17:26 pm,"""CNR6735246""",Completed,"""CID4830877""",eBike,Moolchand,Saket A Block,3.8,15.5,,null,,null,,null,811,43.29,4.2,5,UPI,D100
17/05/2024,10:02:17 am,"""CNR9393355""",Completed,"""CID2207388""",Go Sedan,Gurgaon Railway Station,Paschim Vihar,13.3,43,,null,,null,,null,169,3,3.9,4.9,Uber Wallet,D024
07/07/2024,9:37:31 am,"""CNR7041170""",Completed,"""CID3351210""",Go Sedan,Ashok Park Main,Uttam Nagar,4.9,41.4,,null,,null,,null,379,28.36,3.5,4.2,Cash,D012
26/05/2024,6:19:30 pm,"""CNR7015962""",Incomplete,"""CID3453799""",Auto,Anand Vihar ISBT,Huda City Centre,7.3,29.7,,null,,null,1,Customer Demand,465,13.04,,,Credit Card,D085
03/06/2024,9:14:38 pm,"""CNR2820483""",Cancelled by Driver,"""CID2955701""",Auto,Vishwavidyalaya,Vinobapuri,7.9,,,null,1,Personal & Car related issues,,null,,,,,null,D079
30/05/2024,10:07:04 am,"""CNR8192504""",Completed,"""CID2186576""",Uber XL,Subhash Chowk,Noida Extension,5.9,26.5,,null,,null,,null,160,5.52,4.4,4.1,UPI,D119
01/04/2024,8:06:11 pm,"""CNR5614673""",Completed,"""CID1336911""",Go Sedan,Azadpur,Moti Nagar,5.9,27.9,,null,,null,,null,153,11.93,4.4,4.9,UPI,D008
05/12/2024,8:21:12 pm,"""CNR8765520""",Cancelled by Driver,"""CID9963800""",Go Mini,Greater Noida,Sohna Road,9.6,,,null,1,Personal & Car related issues,,null,,,,,null,D094
28/11/2024,3:08:47 pm,"""CNR2066424""",Cancelled by Driver,"""CID6053450""",Go Mini,Rajiv Nagar,Jahangirpuri,9.7,,,null,1,Personal & Car related issues,,null,,,,,null,D073
16/07/2024,4:23:25 pm,"""CNR4566796""",Cancelled by Driver,"""CID7109338""",Auto,Chanakyapuri,Ghaziabad,9.1,,,null,1,The customer was coughing/sick,,null,,,,,null,D075
02/08/2024,12:48:08 pm,"""CNR4733031""",Cancelled by Driver,"""CID4204069""",eBike,Greater Kailash,Shivaji Park,10,,,null,1,The customer was coughing/sick,,null,,,,,null,D114
13/03/2024,10:00:31 am,"""CNR7239129""",Completed,"""CID6041120""",Premier Sedan,Nirman Vihar,Patel Chowk,4.6,24.7,,null,,null,,null,369,8.8,4.3,3.7,UPI,D028
18/06/2024,7:49:46 pm,"""CNR7089866""",Completed,"""CID8788583""",Auto,Rohini East,Basai Dhankot,14,17.9,,null,,null,,null,360,19.2,4.4,3.8,Uber Wallet,D084
28/12/2024,2:02:01 pm,"""CNR8341687""",Completed,"""CID8711272""",Auto,Jor Bagh,Nirman Vihar,2.1,31.7,,null,,null,,null,828,28.84,5,4.1,UPI,D068
14/04/2024,8:09:09 am,"""CNR9138999""",Completed,"""CID6864518""",Go Sedan,Khan Market,Bhiwadi,12.1,19.7,,null,,null,,null,791,33.08,4.9,4.9,UPI,D022
10/06/2024,8:19:58 pm,"""CNR4704280""",Completed,"""CID7724201""",Go Mini,Karkarduma,Ambience Mall,10.5,18,,null,,null,,null,529,10.88,5,4.9,UPI,D077
08/11/2024,5:00:33 pm,"""CNR9540934""",Completed,"""CID8987509""",Premier Sedan,Lok Kalyan Marg,Preet Vihar,9.7,36.4,,null,,null,,null,306,43.4,4.4,4.9,UPI,D017
10/02/2024,8:25:19 am,"""CNR9190112""",Completed,"""CID2588384""",Auto,Ghaziabad,Moti Nagar,3.3,25.8,,null,,null,,null,131,15.83,3.1,4.3,Credit Card,D090
13/05/2024,5:58:11 pm,"""CNR3039145""",Completed,"""CID8157003""",Go Sedan,Shastri Park,Narsinghpur,5.1,23.2,,null,,null,,null,651,9.61,4.7,4.6,Debit Card,D037
27/07/2024,7:05:27 pm,"""CNR1456049""",Completed,"""CID5722305""",Go Sedan,Peeragarhi,Pulbangash,2.9,30.1,,null,,null,,null,412,2.69,4.8,3.7,Debit Card,D003
31/01/2024,9:57:25 am,"""CNR9910547""",Cancelled by Driver,"""CID7267162""",Auto,Botanical Garden,Panipat,6.9,,,null,1,The customer was coughing/sick,,null,,,,,null,D083
26/05/2024,10:28:54 am,"""CNR4505039""",Completed,"""CID8601598""",Auto,Vasant Kunj,Vatika Chowk,6.6,33.9,,null,,null,,null,984,12.52,3.9,4.6,Cash,D088
31/03/2024,9:06:58 pm,"""CNR2898050""",Completed,"""CID1516570""",Auto,DLF Phase 3,Okhla,12.4,31.7,,null,,null,,null,375,27.76,4,3.6,UPI,D094
19/09/2024,2:09:02 pm,"""CNR2066912""",Cancelled by Driver,"""CID7868182""",eBike,Saket A Block,Sultanpur,7,,,null,1,More than permitted people in there,,null,,,,,null,D106
05/01/2024,11:10:02 am,"""CNR4694217""",Cancelled by Driver,"""CID6623498""",Go Sedan,Subhash Chowk,Badshahpur,5.1,,,null,1,More than permitted people in there,,null,,,,,null,D031
22/12/2024,4:40:50 am,"""CNR9086694""",Completed,"""CID1564650""",Auto,Jahangirpuri,Rohini,9.7,31.7,,null,,null,,null,651,7.7,4.3,3.9,Uber Wallet,D072
08/05/2024,10:58:27 pm,"""CNR3614133""",Completed,"""CID1919404""",Auto,Pulbangash,Akshardham,8.2,37.3,,null,,null,,null,415,23.21,4.6,4.6,Uber Wallet,D088
15/07/2024,5:14:23 pm,"""CNR5925227""",Cancelled by Driver,"""CID9346641""",Bike,Palam Vihar,Gwal Pahari,8.5,,,null,1,Personal & Car related issues,,null,,,,,null,D100
26/04/2024,2:38:13 pm,"""CNR2270165""",Cancelled by Customer,"""CID1036906""",Go Sedan,Greater Kailash,Lok Kalyan Marg,11.4,,1,Driver asked to cancel,,null,,null,,,,,null,D031
24/07/2024,3:21:21 pm,"""CNR5568712""",Cancelled by Driver,"""CID1277528""",Premier Sedan,Saket,Ashok Vihar,7.2,,,null,1,More than permitted people in there,,null,,,,,null,D008
13/01/2024,8:04:49 am,"""CNR8002088""",Cancelled by Driver,"""CID7591158""",Auto,Shastri Nagar,Jasola,4.7,,,null,1,The customer was coughing/sick,,null,,,,,null,D086
30/06/2024,11:27:31 am,"""CNR4151102""",Completed,"""CID4892044""",Premier Sedan,Khandsa,Cyber Hub,3.4,43.3,,null,,null,,null,727,29.21,4.6,4.7,UPI,D034
30/08/2024,6:43:24 pm,"""CNR4083167""",Cancelled by Driver,"""CID7168786""",eBike,Chanakyapuri,DLF City Court,3.4,,,null,1,Customer related issue,,null,,,,,null,D098
15/02/2024,7:55:35 am,"""CNR4899122""",Completed,"""CID7879061""",Premier Sedan,Manesar,Mansarovar Park,13.1,15.2,,null,,null,,null,302,30.45,4.2,4.2,UPI,D001
20/10/2024,8:40:00 pm,"""CNR3404014""",Cancelled by Customer,"""CID5570791""",Auto,Sarai Kale Khan,Raj Nagar Extension,7.6,,1,Driver is not moving towards pickup location,,null,,null,,,,,null,D089
26/04/2024,6:13:20 pm,"""CNR4980486""",Cancelled by Driver,"""CID7482953""",Bike,Moolchand,Chanakyapuri,8.7,,,null,1,The customer was coughing/sick,,null,,,,,null,D112
18/05/2024,9:51:46 pm,"""CNR3125291""",Cancelled by Driver,"""CID5686688""",Premier Sedan,IMT Manesar,Jor Bagh,6.3,,,null,1,The customer was coughing/sick,,null,,,,,null,D035
28/02/2024,3:11:55 pm,"""CNR8788210""",Cancelled by Customer,"""CID5582299""",Go Sedan,Ashram,New Colony,6.5,,1,Change of plans,,null,,null,,,,,null,D033
11/11/2024,8:06:27 pm,"""CNR2199295""",Completed,"""CID4892084""",Go Sedan,Madipur,Tagore Garden,5.4,16.8,,null,,null,,null,392,2.09,3.4,4.9,UPI,D017
19/11/2024,9:18:07 pm,"""CNR5805639""",Cancelled by Driver,"""CID6316344""",Premier Sedan,Pragati Maidan,Chirag Delhi,7.9,,,null,1,Personal & Car related issues,,null,,,,,null,D028
23/12/2024,6:19:48 pm,"""CNR8410773""",Cancelled by Customer,"""CID5525050""",Auto,Adarsh Nagar,Botanical Garden,10.9,,1,Wrong Address,,null,,null,,,,,null,D071
09/11/2024,5:57:48 pm,"""CNR5442189""",Completed,"""CID9403434""",Go Mini,Azadpur,Karkarduma,2.7,42.8,,null,,null,,null,1052,43.22,4.8,4.8,Cash,D091
06/10/2024,7:17:19 am,"""CNR1278315""",Cancelled by Driver,"""CID8911337""",Premier Sedan,Shastri Nagar,Noida Film City,11.6,,,null,1,The customer was coughing/sick,,null,,,,,null,D031
18/10/2024,11:11:44 pm,"""CNR7527478""",Completed,"""CID4894520""",Auto,Shivaji Park,Tagore Garden,13.3,35.8,,null,,null,,null,921,48.69,3.8,4.6,Uber Wallet,D071
17/04/2024,1:46:36 pm,"""CNR4725147""",Completed,"""CID7166094""",Bike,Mandi House,Rohini West,3.9,25.6,,null,,null,,null,189,25.96,4.6,5,Credit Card,D109
20/08/2024,4:44:33 pm,"""CNR5654141""",Incomplete,"""CID9881226""",Premier Sedan,Indraprastha,Jor Bagh,7.3,22.1,,null,,null,1,Customer Demand,314,18.89,,,Debit Card,D029
13/12/2024,1:48:26 pm,"""CNR9308880""",Completed,"""CID9048500""",Go Mini,Moti Nagar,Bhikaji Cama Place,9.6,24.7,,null,,null,,null,115,19.14,4.6,4.8,Cash,D084
02/11/2024,7:17:25 pm,"""CNR7223634""",Completed,"""CID5611923""",Bike,Chanakyapuri,Mandi House,7.9,33.8,,null,,null,,null,670,15.33,4.2,4.2,Credit Card,D115
11/07/2024,2:35:05 pm,"""CNR8908186""",Completed,"""CID1060467""",Bike,Kaushambi,Ghitorni Village,12.3,35.3,,null,,null,,null,751,27.13,4.6,4.9,UPI,D115
12/10/2024,4:45:00 pm,"""CNR6098250""",Completed,"""CID2595479""",Auto,Tagore Garden,Kalkaji,11.6,15.6,,null,,null,,null,517,16.32,4.3,4.5,UPI,D066
29/09/2024,12:37:59 pm,"""CNR7860349""",Completed,"""CID5161952""",Go Mini,Faridabad Sector 15,Janakpuri,3.3,42.6,,null,,null,,null,928,18.13,5,4.6,Cash,D067
29/02/2024,12:48:28 pm,"""CNR7774098""",Completed,"""CID1535567""",Go Mini,Pulbangash,Vasant Kunj,6.4,38.5,,null,,null,,null,336,27.52,4,4.2,UPI,D073
03/08/2024,12:27:33 pm,"""CNR8990210""",No Driver Found,"""CID6785239""",Auto,Model Town,Rithala,,,,null,,null,,null,,,,,null,D070
15/07/2024,6:30:07 am,"""CNR1604843""",Completed,"""CID3650524""",Go Sedan,Satguru Ram Singh Marg,Sushant Lok,15,44.5,,null,,null,,null,476,4.96,4.4,4.4,Cash,D002
09/04/2024,5:41:41 pm,"""CNR5743864""",Cancelled by Driver,"""CID4720271""",Go Sedan,INA Market,Netaji Subhash Place,10.2,,,null,1,More than permitted people in there,,null,,,,,null,D027
13/08/2024,12:49:17 pm,"""CNR7721257""",Completed,"""CID4783718""",Bike,Nirman Vihar,Hero Honda Chowk,13.9,17.9,,null,,null,,null,104,12.29,3.2,4.9,Cash,D101
17/08/2024,3:17:40 pm,"""CNR7360556""",Completed,"""CID6551070""",Auto,Chandni Chowk,Noida Sector 62,10.7,43.1,,null,,null,,null,579,7.29,4.5,4.5,UPI,D073
22/08/2024,12:15:54 pm,"""CNR6248078""",Completed,"""CID5434628""",Go Mini,Karol Bagh,Chandni Chowk,11,41.6,,null,,null,,null,181,44.75,4.4,4.4,Cash,D082
15/03/2024,4:38:52 pm,"""CNR7698052""",Completed,"""CID7071135""",Go Sedan,Chandni Chowk,IFFCO Chowk,4.3,23.6,,null,,null,,null,1727,46.07,5,4.4,Credit Card,D001
